MatchID,Team,Opponent,Innings,PlayerID,Role,Runs,Balls,4s,6s,StrikeRate,Dismissal,PlayerName
4,Services,Madhya Pradesh,1,764,All-rounder,56,96,7,2,58.33,Caught,Abhinav_SV
4,Services,Madhya Pradesh,1,763,All-rounder,41,76,3,1,53.95,Run Out,Shreyas_SV
4,Services,Madhya Pradesh,1,761,All-rounder,61,72,4,1,84.72,Caught,Rahul_SV
4,Services,Madhya Pradesh,1,754,Bowler,24,31,5,0,77.42,Bowled,Yash_SV
4,Services,Madhya Pradesh,1,749,Batter,37,53,3,0,69.81,LBW,Dev_SV
4,Services,Madhya Pradesh,1,768,Wicket Keeper,22,35,1,0,62.86,Caught,Pranav_SV
4,Services,Madhya Pradesh,1,762,All-rounder,51,87,2,1,58.62,Stumped,Aniket_SV
4,Services,Madhya Pradesh,1,746,Batter,20,37,4,0,54.05,Caught,Arjun_SV
4,Services,Madhya Pradesh,1,745,Batter,39,45,7,0,86.67,Not Out,Gautham_SV
4,Madhya Pradesh,Services,2,446,Bowler,4,6,0,0,66.67,Caught,Neeraj_MP
4,Madhya Pradesh,Services,2,439,Batter,10,16,2,0,62.5,LBW,Nikhil_MP
4,Madhya Pradesh,Services,2,450,All-rounder,44,75,2,2,58.67,Bowled,Aniket_MP
4,Madhya Pradesh,Services,2,441,Bowler,39,72,4,1,54.17,Caught,Aditya_MP
4,Madhya Pradesh,Services,2,436,Batter,15,18,2,0,83.33,Run Out,Pranav_MP
4,Madhya Pradesh,Services,2,454,All-rounder,43,56,7,0,76.79,Caught,Arjun_MP
4,Madhya Pradesh,Services,2,455,Wicket Keeper,69,99,8,0,69.7,Bowled,Ishan_MP
4,Madhya Pradesh,Services,2,438,Batter,67,105,2,3,63.81,LBW,Karthik_MP
4,Madhya Pradesh,Services,2,452,All-rounder,62,105,5,1,59.05,Caught,Abhinav_MP
4,Madhya Pradesh,Services,2,449,All-rounder,8,15,1,0,53.33,Stumped,Rahul_MP
4,Madhya Pradesh,Services,2,456,Wicket Keeper,64,74,1,1,86.49,Not Out,Pranav_MP
4,Services,Madhya Pradesh,2,766,All-rounder,15,22,3,0,68.18,Stumped,Arjun_SV
4,Services,Madhya Pradesh,2,754,Bowler,6,9,1,0,66.67,Caught,Yash_SV
4,Services,Madhya Pradesh,2,748,Batter,64,109,6,0,58.72,LBW,Pranav_SV
4,Services,Madhya Pradesh,2,765,All-rounder,94,172,0,1,54.65,Bowled,Gautham_SV
4,Services,Madhya Pradesh,2,767,Wicket Keeper,69,80,9,2,86.25,Caught,Ishan_SV
4,Services,Madhya Pradesh,2,760,All-rounder,30,39,2,1,76.92,Run Out,Sai_SV
4,Services,Madhya Pradesh,2,757,Bowler,38,54,9,0,70.37,Caught,Harsh_SV
4,Services,Madhya Pradesh,2,749,Batter,10,15,1,0,66.67,Bowled,Dev_SV
4,Services,Madhya Pradesh,2,746,Batter,57,96,0,2,59.38,LBW,Arjun_SV
4,Services,Madhya Pradesh,2,764,All-rounder,19,34,2,0,55.88,Caught,Abhinav_SV
4,Services,Madhya Pradesh,2,768,Wicket Keeper,5,10,1,0,50,Not Out,Pranav_SV
5,Karnataka,Gujarat,1,393,Bowler,8,11,0,0,72.73,LBW,Aditya_KA
5,Karnataka,Gujarat,1,385,Batter,38,57,2,0,66.67,Bowled,Gautham_KA
5,Karnataka,Gujarat,1,387,Batter,10,16,1,0,62.5,Caught,Ishan_KA
5,Karnataka,Gujarat,1,388,Batter,3,5,0,0,60,Run Out,Pranav_KA
5,Karnataka,Gujarat,1,408,Wicket Keeper,35,66,5,1,53.03,Caught,Pranav_KA
5,Karnataka,Gujarat,1,397,Bowler,20,24,0,1,83.33,Bowled,Harsh_KA
5,Karnataka,Gujarat,1,390,Batter,35,47,6,1,74.47,LBW,Karthik_KA
5,Karnataka,Gujarat,1,389,Batter,12,18,2,0,66.67,Caught,Dev_KA
5,Karnataka,Gujarat,1,399,Bowler,20,32,3,1,62.5,Stumped,Vivek_KA
5,Karnataka,Gujarat,1,386,Batter,26,45,5,1,57.78,Caught,Arjun_KA
5,Karnataka,Gujarat,1,391,Batter,11,20,2,0,55,Not Out,Nikhil_KA
5,Gujarat,Karnataka,1,255,Bowler,18,26,4,0,69.23,LBW,Vivek_GJ
5,Gujarat,Karnataka,1,242,Batter,6,9,1,0,66.67,Caught,Arjun_GJ
5,Gujarat,Karnataka,1,264,Wicket Keeper,62,104,2,1,59.62,Stumped,Pranav_GJ
5,Gujarat,Karnataka,1,260,All-rounder,40,72,6,1,55.56,Caught,Abhinav_GJ
5,Gujarat,Karnataka,1,263,Wicket Keeper,64,124,6,3,51.61,LBW,Ishan_GJ
5,Gujarat,Karnataka,1,247,Batter,47,60,7,2,78.33,Bowled,Nikhil_GJ
5,Gujarat,Karnataka,1,245,Batter,18,25,1,1,72,Caught,Dev_GJ
5,Gujarat,Karnataka,1,262,All-rounder,5,8,1,0,62.5,Run Out,Arjun_GJ
5,Gujarat,Karnataka,1,246,Batter,23,38,4,0,60.53,Caught,Karthik_GJ
5,Gujarat,Karnataka,1,258,All-rounder,19,34,4,0,55.88,Bowled,Aniket_GJ
5,Gujarat,Karnataka,1,259,All-rounder,34,65,4,0,52.31,Not Out,Shreyas_GJ
5,Karnataka,Gujarat,2,405,All-rounder,54,72,6,2,75,Stumped,Gautham_KA
5,Karnataka,Gujarat,2,401,All-rounder,43,63,0,2,68.25,Caught,Rahul_KA
5,Karnataka,Gujarat,2,387,Batter,25,40,5,0,62.5,LBW,Ishan_KA
5,Karnataka,Gujarat,2,393,Bowler,30,52,1,1,57.69,Bowled,Aditya_KA
5,Karnataka,Gujarat,2,385,Batter,66,123,4,1,53.66,Caught,Gautham_KA
5,Karnataka,Gujarat,2,400,All-rounder,14,17,1,0,82.35,Run Out,Sai_KA
5,Karnataka,Gujarat,2,404,All-rounder,21,28,5,0,75,Caught,Abhinav_KA
5,Karnataka,Gujarat,2,398,Bowler,53,77,2,3,68.83,Bowled,Neeraj_KA
5,Karnataka,Gujarat,2,406,All-rounder,55,87,4,2,63.22,LBW,Arjun_KA
5,Karnataka,Gujarat,2,395,Bowler,28,48,2,1,58.33,Caught,Manav_KA
5,Karnataka,Gujarat,2,389,Batter,22,40,2,1,55,Not Out,Dev_KA
5,Gujarat,Karnataka,2,259,All-rounder,36,50,4,2,72,Caught,Shreyas_GJ
5,Gujarat,Karnataka,2,251,Bowler,32,49,5,0,65.31,Bowled,Manav_GJ
5,Gujarat,Karnataka,2,261,All-rounder,32,53,7,0,60.38,LBW,Gautham_GJ
5,Gujarat,Karnataka,2,249,Bowler,23,41,5,0,56.1,Caught,Aditya_GJ
5,Gujarat,Karnataka,2,241,Batter,42,81,0,1,51.85,Stumped,Gautham_GJ
5,Gujarat,Karnataka,2,255,Bowler,26,33,5,0,78.79,Caught,Vivek_GJ
5,Gujarat,Karnataka,2,248,Batter,13,18,0,0,72.22,LBW,Rohan_GJ
5,Gujarat,Karnataka,2,247,Batter,35,53,1,2,66.04,Bowled,Nikhil_GJ
5,Gujarat,Karnataka,2,252,Bowler,23,38,5,0,60.53,Caught,Sarthak_GJ
5,Gujarat,Karnataka,2,253,Bowler,7,12,1,0,58.33,Run Out,Harsh_GJ
5,Gujarat,Karnataka,2,264,Wicket Keeper,14,27,3,0,51.85,Not Out,Pranav_GJ
6,Puducherry,Uttar Pradesh,1,634,Bowler,41,70,7,1,58.57,Bowled,Yash_PY
6,Puducherry,Uttar Pradesh,1,629,Batter,18,33,4,0,54.55,LBW,Dev_PY
6,Puducherry,Uttar Pradesh,1,632,Batter,53,62,0,2,85.48,Caught,Rohan_PY
6,Puducherry,Uttar Pradesh,1,631,Batter,48,62,7,1,77.42,Stumped,Nikhil_PY
6,Puducherry,Uttar Pradesh,1,646,All-rounder,18,26,3,0,69.23,Caught,Arjun_PY
6,Puducherry,Uttar Pradesh,1,638,Bowler,38,59,7,1,64.41,LBW,Neeraj_PY
6,Puducherry,Uttar Pradesh,1,643,All-rounder,18,30,3,0,60,Bowled,Shreyas_PY
6,Puducherry,Uttar Pradesh,1,647,Wicket Keeper,23,42,3,0,54.76,Caught,Ishan_PY
6,Puducherry,Uttar Pradesh,1,645,All-rounder,44,51,9,1,86.27,Run Out,Gautham_PY
6,Puducherry,Uttar Pradesh,1,627,Batter,62,79,6,2,78.48,Caught,Ishan_PY
6,Puducherry,Uttar Pradesh,1,648,Wicket Keeper,14,20,0,0,70,Not Out,Pranav_PY
6,Uttar Pradesh,Puducherry,1,886,All-rounder,39,61,8,1,63.93,LBW,Arjun_UP
6,Uttar Pradesh,Puducherry,1,870,Batter,34,57,2,1,59.65,Bowled,Karthik_UP
6,Uttar Pradesh,Puducherry,1,888,Wicket Keeper,28,51,5,1,54.9,Caught,Pranav_UP
6,Uttar Pradesh,Puducherry,1,865,Batter,21,24,2,0,87.5,Run Out,Gautham_UP
6,Uttar Pradesh,Puducherry,1,880,All-rounder,18,23,3,1,78.26,Caught,Sai_UP
6,Uttar Pradesh,Puducherry,1,868,Batter,42,59,1,2,71.19,Bowled,Pranav_UP
6,Uttar Pradesh,Puducherry,1,874,Bowler,49,75,7,2,65.33,LBW,Yash_UP
6,Uttar Pradesh,Puducherry,1,881,All-rounder,45,75,8,2,60,Caught,Rahul_UP
6,Uttar Pradesh,Puducherry,1,884,All-rounder,89,160,3,1,55.63,Stumped,Abhinav_UP
6,Uttar Pradesh,Puducherry,1,872,Batter,47,91,7,0,51.65,Caught,Rohan_UP
6,Uttar Pradesh,Puducherry,1,879,Bowler,69,87,12,2,79.31,Not Out,Vivek_UP
6,Puducherry,Uttar Pradesh,2,638,Bowler,39,66,5,1,59.09,Run Out,Neeraj_PY
6,Puducherry,Uttar Pradesh,2,626,Batter,69,126,6,3,54.76,Caught,Arjun_PY
6,Puducherry,Uttar Pradesh,2,635,Bowler,4,5,1,0,80,Bowled,Manav_PY
6,Puducherry,Uttar Pradesh,2,640,All-rounder,33,42,7,0,78.57,LBW,Sai_PY
6,Puducherry,Uttar Pradesh,2,634,Bowler,12,17,1,0,70.59,Caught,Yash_PY
6,Puducherry,Uttar Pradesh,2,631,Batter,21,32,3,0,65.63,Stumped,Nikhil_PY
6,Puducherry,Uttar Pradesh,2,646,All-rounder,4,7,1,0,57.14,Caught,Arjun_PY
6,Puducherry,Uttar Pradesh,2,645,All-rounder,11,20,0,0,55,LBW,Gautham_PY
6,Puducherry,Uttar Pradesh,2,637,Bowler,16,31,4,0,51.61,Bowled,Harsh_PY
6,Puducherry,Uttar Pradesh,2,644,All-rounder,79,100,11,0,79,Caught,Abhinav_PY
6,Puducherry,Uttar Pradesh,2,636,Bowler,36,50,5,1,72,Not Out,Sarthak_PY
6,Uttar Pradesh,Puducherry,2,886,All-rounder,70,108,10,0,64.81,Stumped,Arjun_UP
6,Uttar Pradesh,Puducherry,2,879,Bowler,15,25,1,0,60,Caught,Vivek_UP
6,Uttar Pradesh,Puducherry,2,881,All-rounder,38,68,2,1,55.88,LBW,Rahul_UP
6,Uttar Pradesh,Puducherry,2,876,Bowler,57,110,6,2,51.82,Bowled,Sarthak_UP
6,Uttar Pradesh,Puducherry,2,870,Batter,67,84,2,2,79.76,Caught,Karthik_UP
6,Uttar Pradesh,Puducherry,2,865,Batter,53,74,0,2,71.62,Run Out,Gautham_UP
6,Uttar Pradesh,Puducherry,2,877,Bowler,65,99,2,2,65.66,Caught,Harsh_UP
6,Uttar Pradesh,Puducherry,2,873,Bowler,5,8,0,0,62.5,Bowled,Aditya_UP
6,Uttar Pradesh,Puducherry,2,888,Wicket Keeper,6,11,1,0,54.55,LBW,Pranav_UP
6,Uttar Pradesh,Puducherry,2,874,Bowler,18,34,0,0,52.94,Caught,Yash_UP
6,Uttar Pradesh,Puducherry,2,871,Batter,9,11,0,0,81.82,Not Out,Nikhil_UP
7,Odisha,Railways,1,612,Bowler,18,22,4,0,81.82,Bowled,Sarthak_OD
7,Odisha,Railways,1,613,Bowler,3,4,0,0,75,LBW,Harsh_OD
7,Odisha,Railways,1,608,Batter,11,16,0,0,68.75,Caught,Rohan_OD
7,Odisha,Railways,1,623,Wicket Keeper,31,50,5,0,62,Stumped,Ishan_OD
7,Odisha,Railways,1,604,Batter,47,81,3,1,58.02,Caught,Pranav_OD
7,Odisha,Railways,1,602,Batter,44,82,6,2,53.66,LBW,Arjun_OD
7,Odisha,Railways,1,606,Batter,26,31,4,1,83.87,Bowled,Karthik_OD
7,Odisha,Railways,1,619,All-rounder,19,25,3,0,76,Caught,Shreyas_OD
7,Odisha,Railways,1,616,All-rounder,28,41,6,0,68.29,Run Out,Sai_OD
7,Odisha,Railways,1,607,Batter,19,30,2,0,63.33,Caught,Nikhil_OD
7,Odisha,Railways,1,611,Bowler,39,67,6,0,58.21,Not Out,Manav_OD
7,Railways,Odisha,1,683,Bowler,26,32,2,1,81.25,Caught,Manav_RW
7,Railways,Odisha,1,674,Batter,29,39,2,1,74.36,Stumped,Arjun_RW
7,Railways,Odisha,1,686,Bowler,6,9,1,0,66.67,Caught,Neeraj_RW
7,Railways,Odisha,1,676,Batter,33,53,2,1,62.26,LBW,Pranav_RW
7,Railways,Odisha,1,693,All-rounder,27,47,2,0,57.45,Bowled,Gautham_RW
7,Railways,Odisha,1,681,Bowler,12,23,1,0,52.17,Caught,Aditya_RW
7,Railways,Odisha,1,692,All-rounder,22,27,2,0,81.48,Run Out,Abhinav_RW
7,Railways,Odisha,1,694,All-rounder,10,13,2,0,76.92,Caught,Arjun_RW
7,Railways,Odisha,1,685,Bowler,32,47,2,1,68.09,Bowled,Harsh_RW
7,Railways,Odisha,1,678,Batter,31,50,1,1,62,LBW,Karthik_RW
7,Railways,Odisha,1,691,All-rounder,1,2,0,0,50,Not Out,Shreyas_RW
7,Odisha,Railways,2,624,Wicket Keeper,33,39,2,1,84.62,Run Out,Pranav_OD
7,Odisha,Railways,2,619,All-rounder,1,1,0,0,100,Caught,Shreyas_OD
7,Odisha,Railways,2,605,Batter,6,9,1,0,66.67,Bowled,Dev_OD
7,Odisha,Railways,2,601,Batter,27,43,3,0,62.79,LBW,Gautham_OD
7,Odisha,Railways,2,611,Bowler,39,67,4,2,58.21,Caught,Manav_OD
7,Odisha,Railways,2,614,Bowler,12,22,1,1,54.55,Stumped,Neeraj_OD
